region,zone,woreda,year,period,confirmed,presumed
Amhara,Wag Hamra,Abergele,2018,2018-03-01,NA,NA
Amhara,Wag Hamra,Abergele,2018,2018-04-01,NA,NA
Amhara,Wag Hamra,Abergele,2018,2018-05-01,NA,NA
Amhara,Wag Hamra,Abergele,2018,2018-06-01,NA,NA
Amhara,Wag Hamra,Abergele,2018,2018-07-01,57,NA
Amhara,Wag Hamra,Abergele,2018,2018-08-01,166,NA
Amhara,Wag Hamra,Abergele,2018,2018-09-01,69,NA
Amhara,Wag Hamra,Abergele,2018,2018-10-01,327,NA
Amhara,Wag Hamra,Abergele,2018,2018-11-01,428,NA
Amhara,Wag Hamra,Abergele,2018,2018-12-01,126,NA
Amhara,Wag Hamra,Abergele,2019,2019-01-01,308,NA
Amhara,Wag Hamra,Abergele,2019,2019-02-01,312,NA
Amhara,Wag Hamra,Abergele,2019,2019-03-01,130,NA
Amhara,Wag Hamra,Abergele,2019,2019-04-01,65,NA
Amhara,Wag Hamra,Abergele,2019,2019-05-01,139,NA
Amhara,Wag Hamra,Abergele,2019,2019-06-01,57,37
Amhara,Wag Hamra,Abergele,2019,2019-07-01,361,NA
Amhara,Wag Hamra,Abergele,2019,2019-08-01,143,NA
Amhara,Wag Hamra,Abergele,2019,2019-09-01,791,NA
Amhara,Wag Hamra,Abergele,2019,2019-10-01,1607,NA
Amhara,Wag Hamra,Abergele,2019,2019-11-01,2070,NA
Amhara,Wag Hamra,Abergele,2019,2019-12-01,1178,NA
Amhara,Wag Hamra,Abergele,2020,2020-01-01,690,NA
Amhara,Wag Hamra,Abergele,2020,2020-02-01,408,NA
Amhara,Wag Hamra,Abergele,2020,2020-03-01,314,6
Amhara,Wag Hamra,Abergele,2020,2020-04-01,162,NA
Amhara,Wag Hamra,Abergele,2020,2020-05-01,240,NA
Amhara,Wag Hamra,Abergele,2020,2020-06-01,NA,NA
Amhara,Wag Hamra,Abergele,2020,2020-07-01,523,22
Amhara,Wag Hamra,Abergele,2020,2020-08-01,308,17
Amhara,Wag Hamra,Abergele,2020,2020-09-01,704,6
Amhara,Wag Hamra,Abergele,2020,2020-10-01,1605,3
Amhara,Wag Hamra,Abergele,2020,2020-11-01,581,17
Amhara,Wag Hamra,Abergele,2020,2020-12-01,302,6
Amhara,Wag Hamra,Abergele,2021,2021-01-01,219,26
Amhara,Wag Hamra,Abergele,2021,2021-02-01,308,10
Amhara,Wag Hamra,Abergele,2021,2021-03-01,305,5
Amhara,Wag Hamra,Abergele,2021,2021-04-01,NA,NA
Amhara,Wag Hamra,Abergele,2021,2021-05-01,NA,NA
Amhara,Wag Hamra,Abergele,2021,2021-06-01,NA,NA
Amhara,Wag Hamra,Abergele,2021,2021-07-01,NA,NA
Amhara,Wag Hamra,Abergele,2021,2021-08-01,NA,NA
Amhara,Wag Hamra,Abergele,2021,2021-09-01,NA,NA
Amhara,Wag Hamra,Abergele,2021,2021-10-01,NA,NA
Amhara,Wag Hamra,Abergele,2021,2021-11-01,NA,NA
Amhara,Wag Hamra,Abergele,2021,2021-12-01,NA,NA
SNNP,Guraghe,Abeshege,2018,2018-01-01,21,NA
SNNP,Guraghe,Abeshege,2018,2018-02-01,70,NA
SNNP,Guraghe,Abeshege,2018,2018-03-01,71,NA
SNNP,Guraghe,Abeshege,2018,2018-04-01,38,NA
SNNP,Guraghe,Abeshege,2018,2018-05-01,44,NA
SNNP,Guraghe,Abeshege,2018,2018-06-01,33,NA
SNNP,Guraghe,Abeshege,2018,2018-07-01,29,5
SNNP,Guraghe,Abeshege,2018,2018-08-01,28,NA
SNNP,Guraghe,Abeshege,2018,2018-09-01,39,19
SNNP,Guraghe,Abeshege,2018,2018-10-01,93,NA
SNNP,Guraghe,Abeshege,2018,2018-11-01,17,13
SNNP,Guraghe,Abeshege,2018,2018-12-01,23,NA
SNNP,Guraghe,Abeshege,2019,2019-01-01,33,6
SNNP,Guraghe,Abeshege,2019,2019-02-01,17,NA
SNNP,Guraghe,Abeshege,2019,2019-03-01,62,NA
SNNP,Guraghe,Abeshege,2019,2019-04-01,38,NA
SNNP,Guraghe,Abeshege,2019,2019-05-01,88,39
SNNP,Guraghe,Abeshege,2019,2019-06-01,106,NA
SNNP,Guraghe,Abeshege,2019,2019-07-01,109,NA
SNNP,Guraghe,Abeshege,2019,2019-08-01,102,NA
SNNP,Guraghe,Abeshege,2019,2019-09-01,139,NA
SNNP,Guraghe,Abeshege,2019,2019-10-01,235,NA
SNNP,Guraghe,Abeshege,2019,2019-11-01,209,NA
SNNP,Guraghe,Abeshege,2019,2019-12-01,71,NA
SNNP,Guraghe,Abeshege,2020,2020-01-01,38,8
SNNP,Guraghe,Abeshege,2020,2020-02-01,70,5
SNNP,Guraghe,Abeshege,2020,2020-03-01,111,15
SNNP,Guraghe,Abeshege,2020,2020-04-01,51,32
SNNP,Guraghe,Abeshege,2020,2020-05-01,66,13
SNNP,Guraghe,Abeshege,2020,2020-06-01,53,17
SNNP,Guraghe,Abeshege,2020,2020-07-01,38,12
SNNP,Guraghe,Abeshege,2020,2020-08-01,16,6
SNNP,Guraghe,Abeshege,2020,2020-09-01,21,5
SNNP,Guraghe,Abeshege,2020,2020-10-01,66,25
SNNP,Guraghe,Abeshege,2020,2020-11-01,50,15
SNNP,Guraghe,Abeshege,2020,2020-12-01,24,23
SNNP,Guraghe,Abeshege,2021,2021-01-01,18,6
SNNP,Guraghe,Abeshege,2021,2021-02-01,12,23
SNNP,Guraghe,Abeshege,2021,2021-03-01,15,41
SNNP,Guraghe,Abeshege,2021,2021-04-01,12,47
SNNP,Guraghe,Abeshege,2021,2021-05-01,25,103
SNNP,Guraghe,Abeshege,2021,2021-06-01,41,17
SNNP,Guraghe,Abeshege,2021,2021-07-01,48,NA
SNNP,Guraghe,Abeshege,2021,2021-08-01,14,3
SNNP,Guraghe,Abeshege,2021,2021-09-01,11,9
SNNP,Guraghe,Abeshege,2021,2021-10-01,96,10
SNNP,Guraghe,Abeshege,2021,2021-11-01,163,16
SNNP,Guraghe,Abeshege,2021,2021-12-01,74,43
Tigray,Central,Abi Adi Town,2018,2018-01-01,NA,NA
Tigray,Central,Abi Adi Town,2018,2018-02-01,NA,NA
Tigray,Central,Abi Adi Town,2018,2018-03-01,NA,NA
Tigray,Central,Abi Adi Town,2018,2018-04-01,NA,NA
Tigray,Central,Abi Adi Town,2018,2018-05-01,NA,NA
Tigray,Central,Abi Adi Town,2018,2018-06-01,NA,NA
Tigray,Central,Abi Adi Town,2018,2018-07-01,3,NA
Tigray,Central,Abi Adi Town,2018,2018-08-01,4,NA
Tigray,Central,Abi Adi Town,2018,2018-09-01,14,NA
Tigray,Central,Abi Adi Town,2018,2018-10-01,69,NA
Tigray,Central,Abi Adi Town,2018,2018-11-01,14,NA
Tigray,Central,Abi Adi Town,2018,2018-12-01,3,NA
Tigray,Central,Abi Adi Town,2019,2019-01-01,NA,NA
Tigray,Central,Abi Adi Town,2019,2019-02-01,3,NA
Tigray,Central,Abi Adi Town,2019,2019-03-01,3,NA
Tigray,Central,Abi Adi Town,2019,2019-04-01,NA,NA
Tigray,Central,Abi Adi Town,2019,2019-05-01,1,NA
Tigray,Central,Abi Adi Town,2019,2019-06-01,16,NA
Tigray,Central,Abi Adi Town,2019,2019-07-01,29,NA
Tigray,Central,Abi Adi Town,2019,2019-08-01,35,NA
Tigray,Central,Abi Adi Town,2019,2019-09-01,NA,34
Tigray,Central,Abi Adi Town,2019,2019-10-01,29,NA
Tigray,Central,Abi Adi Town,2019,2019-11-01,2,27
Tigray,Central,Abi Adi Town,2019,2019-12-01,51,7
Tigray,Central,Abi Adi Town,2020,2020-01-01,49,NA
Tigray,Central,Abi Adi Town,2020,2020-02-01,10,3
Tigray,Central,Abi Adi Town,2020,2020-03-01,2,NA
Tigray,Central,Abi Adi Town,2020,2020-04-01,28,NA
Tigray,Central,Abi Adi Town,2020,2020-05-01,62,NA
Tigray,Central,Abi Adi Town,2020,2020-06-01,190,NA
Tigray,Central,Abi Adi Town,2020,2020-07-01,63,42
Tigray,Central,Abi Adi Town,2020,2020-08-01,13,1
Tigray,Central,Abi Adi Town,2020,2020-09-01,14,NA
Tigray,Central,Abi Adi Town,2020,2020-10-01,40,NA
Tigray,Central,Abi Adi Town,2020,2020-11-01,NA,NA
Tigray,Central,Abi Adi Town,2020,2020-12-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-01-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-02-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-03-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-04-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-05-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-06-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-07-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-08-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-09-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-10-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-11-01,NA,NA
Tigray,Central,Abi Adi Town,2021,2021-12-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-01-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-02-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-03-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-04-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-05-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-06-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-07-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-08-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-09-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-10-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-11-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2018,2018-12-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-01-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-02-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-03-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-04-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-05-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-06-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-07-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-08-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-09-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-10-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-11-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2019,2019-12-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-01-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-02-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-03-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-04-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-05-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-06-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-07-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-08-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-09-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-10-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-11-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2020,2020-12-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-01-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-02-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-03-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-04-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-05-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-06-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-07-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-08-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-09-01,1,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-10-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-11-01,NA,NA
Oromia,North Shewa,Abichugna Gne'a,2021,2021-12-01,NA,NA
Gambela,Agnewak,Abobo,2018,2018-01-01,NA,NA
Gambela,Agnewak,Abobo,2018,2018-02-01,NA,NA
Gambela,Agnewak,Abobo,2018,2018-03-01,NA,NA
Gambela,Agnewak,Abobo,2018,2018-04-01,NA,NA
Gambela,Agnewak,Abobo,2018,2018-05-01,NA,NA
Gambela,Agnewak,Abobo,2018,2018-06-01,NA,NA
Gambela,Agnewak,Abobo,2018,2018-07-01,178,10
Gambela,Agnewak,Abobo,2018,2018-08-01,152,8
Gambela,Agnewak,Abobo,2018,2018-09-01,155,NA
Gambela,Agnewak,Abobo,2018,2018-10-01,216,NA
Gambela,Agnewak,Abobo,2018,2018-11-01,171,40
Gambela,Agnewak,Abobo,2018,2018-12-01,156,1
Gambela,Agnewak,Abobo,2019,2019-01-01,174,NA
Gambela,Agnewak,Abobo,2019,2019-02-01,23,NA
Gambela,Agnewak,Abobo,2019,2019-03-01,NA,NA
Gambela,Agnewak,Abobo,2019,2019-04-01,91,NA
Gambela,Agnewak,Abobo,2019,2019-05-01,159,NA
Gambela,Agnewak,Abobo,2019,2019-06-01,NA,NA
Gambela,Agnewak,Abobo,2019,2019-07-01,NA,NA
Gambela,Agnewak,Abobo,2019,2019-08-01,52,NA
Gambela,Agnewak,Abobo,2019,2019-09-01,334,NA
Gambela,Agnewak,Abobo,2019,2019-10-01,549,NA
Gambela,Agnewak,Abobo,2019,2019-11-01,438,NA
Gambela,Agnewak,Abobo,2019,2019-12-01,514,38
Gambela,Agnewak,Abobo,2020,2020-01-01,484,NA
Gambela,Agnewak,Abobo,2020,2020-02-01,384,NA
Gambela,Agnewak,Abobo,2020,2020-03-01,352,NA
Gambela,Agnewak,Abobo,2020,2020-04-01,543,NA
Gambela,Agnewak,Abobo,2020,2020-05-01,1009,6
Gambela,Agnewak,Abobo,2020,2020-06-01,379,NA
Gambela,Agnewak,Abobo,2020,2020-07-01,173,NA
Gambela,Agnewak,Abobo,2020,2020-08-01,87,NA
Gambela,Agnewak,Abobo,2020,2020-09-01,94,NA
Gambela,Agnewak,Abobo,2020,2020-10-01,89,89
Gambela,Agnewak,Abobo,2020,2020-11-01,338,89
Gambela,Agnewak,Abobo,2020,2020-12-01,223,117
Gambela,Agnewak,Abobo,2021,2021-01-01,139,117
Gambela,Agnewak,Abobo,2021,2021-02-01,146,NA
Gambela,Agnewak,Abobo,2021,2021-03-01,77,44
Gambela,Agnewak,Abobo,2021,2021-04-01,172,1
Gambela,Agnewak,Abobo,2021,2021-05-01,336,NA
Gambela,Agnewak,Abobo,2021,2021-06-01,346,NA
Gambela,Agnewak,Abobo,2021,2021-07-01,374,NA
Gambela,Agnewak,Abobo,2021,2021-08-01,254,NA
Gambela,Agnewak,Abobo,2021,2021-09-01,737,NA
Gambela,Agnewak,Abobo,2021,2021-10-01,874,359
Gambela,Agnewak,Abobo,2021,2021-11-01,747,NA
Gambela,Agnewak,Abobo,2021,2021-12-01,1002,NA
Harari,Harari,Aboker,2018,2018-01-01,NA,NA
Harari,Harari,Aboker,2018,2018-02-01,NA,NA
Harari,Harari,Aboker,2018,2018-03-01,NA,NA
Harari,Harari,Aboker,2018,2018-04-01,NA,NA
Harari,Harari,Aboker,2018,2018-05-01,NA,NA
Harari,Harari,Aboker,2018,2018-06-01,NA,NA
Harari,Harari,Aboker,2018,2018-07-01,NA,NA
Harari,Harari,Aboker,2018,2018-08-01,2,NA
Harari,Harari,Aboker,2018,2018-09-01,1,NA
Harari,Harari,Aboker,2018,2018-10-01,NA,NA
Harari,Harari,Aboker,2018,2018-11-01,NA,NA
Harari,Harari,Aboker,2018,2018-12-01,1,NA
Harari,Harari,Aboker,2019,2019-01-01,NA,NA
Harari,Harari,Aboker,2019,2019-02-01,NA,NA
Harari,Harari,Aboker,2019,2019-03-01,NA,NA
Harari,Harari,Aboker,2019,2019-04-01,NA,NA
Harari,Harari,Aboker,2019,2019-05-01,NA,NA
Harari,Harari,Aboker,2019,2019-06-01,1,NA
Harari,Harari,Aboker,2019,2019-07-01,1,NA
Harari,Harari,Aboker,2019,2019-08-01,NA,NA
Harari,Harari,Aboker,2019,2019-09-01,NA,NA
Harari,Harari,Aboker,2019,2019-10-01,NA,NA
Harari,Harari,Aboker,2019,2019-11-01,1,NA
Harari,Harari,Aboker,2019,2019-12-01,NA,NA
Harari,Harari,Aboker,2020,2020-01-01,NA,1
Harari,Harari,Aboker,2020,2020-02-01,1,NA
Harari,Harari,Aboker,2020,2020-03-01,1,1
Harari,Harari,Aboker,2020,2020-04-01,3,NA
Harari,Harari,Aboker,2020,2020-05-01,5,NA
Harari,Harari,Aboker,2020,2020-06-01,2,NA
Harari,Harari,Aboker,2020,2020-07-01,1,NA
Harari,Harari,Aboker,2020,2020-08-01,NA,NA
Harari,Harari,Aboker,2020,2020-09-01,NA,NA
Harari,Harari,Aboker,2020,2020-10-01,NA,NA
Harari,Harari,Aboker,2020,2020-11-01,1,NA
Harari,Harari,Aboker,2020,2020-12-01,NA,NA
Harari,Harari,Aboker,2021,2021-01-01,NA,NA
Harari,Harari,Aboker,2021,2021-02-01,NA,NA
Harari,Harari,Aboker,2021,2021-03-01,NA,NA
Harari,Harari,Aboker,2021,2021-04-01,NA,NA
Harari,Harari,Aboker,2021,2021-05-01,NA,NA
Harari,Harari,Aboker,2021,2021-06-01,NA,NA
Harari,Harari,Aboker,2021,2021-07-01,NA,NA
Harari,Harari,Aboker,2021,2021-08-01,NA,NA
Harari,Harari,Aboker,2021,2021-09-01,NA,NA
Harari,Harari,Aboker,2021,2021-10-01,NA,NA
Harari,Harari,Aboker,2021,2021-11-01,NA,1
Harari,Harari,Aboker,2021,2021-12-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-01-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-02-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-03-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-04-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-05-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-06-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-07-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-08-01,1,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-09-01,3,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-10-01,2,1
Oromia,West Shewa,Abuna G/Beret,2018,2018-11-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2018,2018-12-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2019,2019-01-01,1,NA
Oromia,West Shewa,Abuna G/Beret,2019,2019-02-01,7,NA
Oromia,West Shewa,Abuna G/Beret,2019,2019-03-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2019,2019-04-01,1,NA
Oromia,West Shewa,Abuna G/Beret,2019,2019-05-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2019,2019-06-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2019,2019-07-01,NA,18
Oromia,West Shewa,Abuna G/Beret,2019,2019-08-01,NA,19
Oromia,West Shewa,Abuna G/Beret,2019,2019-09-01,43,19
Oromia,West Shewa,Abuna G/Beret,2019,2019-10-01,14,28
Oromia,West Shewa,Abuna G/Beret,2019,2019-11-01,39,8
Oromia,West Shewa,Abuna G/Beret,2019,2019-12-01,23,7
Oromia,West Shewa,Abuna G/Beret,2020,2020-01-01,33,3
Oromia,West Shewa,Abuna G/Beret,2020,2020-02-01,19,2
Oromia,West Shewa,Abuna G/Beret,2020,2020-03-01,NA,2
Oromia,West Shewa,Abuna G/Beret,2020,2020-04-01,8,2
Oromia,West Shewa,Abuna G/Beret,2020,2020-05-01,5,1
Oromia,West Shewa,Abuna G/Beret,2020,2020-06-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2020,2020-07-01,20,NA
Oromia,West Shewa,Abuna G/Beret,2020,2020-08-01,26,NA
Oromia,West Shewa,Abuna G/Beret,2020,2020-09-01,21,NA
Oromia,West Shewa,Abuna G/Beret,2020,2020-10-01,15,NA
Oromia,West Shewa,Abuna G/Beret,2020,2020-11-01,18,5
Oromia,West Shewa,Abuna G/Beret,2020,2020-12-01,3,4
Oromia,West Shewa,Abuna G/Beret,2021,2021-01-01,7,2
Oromia,West Shewa,Abuna G/Beret,2021,2021-02-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2021,2021-03-01,4,NA
Oromia,West Shewa,Abuna G/Beret,2021,2021-04-01,9,NA
Oromia,West Shewa,Abuna G/Beret,2021,2021-05-01,NA,NA
Oromia,West Shewa,Abuna G/Beret,2021,2021-06-01,6,NA
Oromia,West Shewa,Abuna G/Beret,2021,2021-07-01,17,NA
Oromia,West Shewa,Abuna G/Beret,2021,2021-08-01,NA,3
Oromia,West Shewa,Abuna G/Beret,2021,2021-09-01,5,3
Oromia,West Shewa,Abuna G/Beret,2021,2021-10-01,12,NA
Oromia,West Shewa,Abuna G/Beret,2021,2021-11-01,4,NA
Oromia,West Shewa,Abuna G/Beret,2021,2021-12-01,6,6
Oromia,East Shewa,Ada'a,2018,2018-01-01,NA,NA
Oromia,East Shewa,Ada'a,2018,2018-02-01,NA,NA
Oromia,East Shewa,Ada'a,2018,2018-03-01,NA,NA
Oromia,East Shewa,Ada'a,2018,2018-04-01,NA,NA
Oromia,East Shewa,Ada'a,2018,2018-05-01,NA,NA
Oromia,East Shewa,Ada'a,2018,2018-06-01,NA,NA
Oromia,East Shewa,Ada'a,2018,2018-07-01,NA,NA
Oromia,East Shewa,Ada'a,2018,2018-08-01,1,NA
Oromia,East Shewa,Ada'a,2018,2018-09-01,NA,NA
Oromia,East Shewa,Ada'a,2018,2018-10-01,1,NA
Oromia,East Shewa,Ada'a,2018,2018-11-01,5,NA
Oromia,East Shewa,Ada'a,2018,2018-12-01,1,NA
Oromia,East Shewa,Ada'a,2019,2019-01-01,1,NA
Oromia,East Shewa,Ada'a,2019,2019-02-01,NA,NA
Oromia,East Shewa,Ada'a,2019,2019-03-01,NA,NA
Oromia,East Shewa,Ada'a,2019,2019-04-01,NA,NA
Oromia,East Shewa,Ada'a,2019,2019-05-01,NA,NA
Oromia,East Shewa,Ada'a,2019,2019-06-01,1,NA
Oromia,East Shewa,Ada'a,2019,2019-07-01,2,NA
Oromia,East Shewa,Ada'a,2019,2019-08-01,1,NA
Oromia,East Shewa,Ada'a,2019,2019-09-01,4,NA
Oromia,East Shewa,Ada'a,2019,2019-10-01,13,1
Oromia,East Shewa,Ada'a,2019,2019-11-01,9,1
Oromia,East Shewa,Ada'a,2019,2019-12-01,6,NA
Oromia,East Shewa,Ada'a,2020,2020-01-01,NA,NA
Oromia,East Shewa,Ada'a,2020,2020-02-01,1,1
Oromia,East Shewa,Ada'a,2020,2020-03-01,NA,NA
Oromia,East Shewa,Ada'a,2020,2020-04-01,2,1
Oromia,East Shewa,Ada'a,2020,2020-05-01,2,NA
Oromia,East Shewa,Ada'a,2020,2020-06-01,NA,NA
Oromia,East Shewa,Ada'a,2020,2020-07-01,1,NA
Oromia,East Shewa,Ada'a,2020,2020-08-01,2,NA
Oromia,East Shewa,Ada'a,2020,2020-09-01,2,NA
Oromia,East Shewa,Ada'a,2020,2020-10-01,1,NA
Oromia,East Shewa,Ada'a,2020,2020-11-01,7,1
Oromia,East Shewa,Ada'a,2020,2020-12-01,1,NA
Oromia,East Shewa,Ada'a,2021,2021-01-01,NA,NA
Oromia,East Shewa,Ada'a,2021,2021-02-01,NA,NA
Oromia,East Shewa,Ada'a,2021,2021-03-01,NA,NA
Oromia,East Shewa,Ada'a,2021,2021-04-01,NA,2
Oromia,East Shewa,Ada'a,2021,2021-05-01,2,NA
Oromia,East Shewa,Ada'a,2021,2021-06-01,NA,1
Oromia,East Shewa,Ada'a,2021,2021-07-01,NA,NA
Oromia,East Shewa,Ada'a,2021,2021-08-01,1,NA
Oromia,East Shewa,Ada'a,2021,2021-09-01,NA,NA
Oromia,East Shewa,Ada'a,2021,2021-10-01,3,NA
Oromia,East Shewa,Ada'a,2021,2021-11-01,6,NA
Oromia,East Shewa,Ada'a,2021,2021-12-01,1,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-01-01,305,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-02-01,313,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-03-01,377,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-04-01,334,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-05-01,301,34
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-06-01,369,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-07-01,340,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-08-01,413,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-09-01,273,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-10-01,583,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-11-01,334,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2018,2018-12-01,330,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-01-01,624,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-02-01,324,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-03-01,NA,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-04-01,444,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-05-01,37,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-06-01,213,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-07-01,368,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-08-01,283,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-09-01,369,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-10-01,291,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-11-01,324,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2019,2019-12-01,401,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2020,2020-01-01,386,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2020,2020-02-01,365,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2020,2020-03-01,160,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2020,2020-04-01,212,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2020,2020-05-01,363,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2020,2020-06-01,138,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2020,2020-07-01,73,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2020,2020-08-01,39,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2020,2020-09-01,303,NA
Afar,Zone 1 (Awsi Rasu),Adaa'r,2020,2020-10-01,380,7
